id,name,created_at,advertisers_entities.id,entities.short_name,entities.is_active,entities.is_political,countries.name,countries.alpha2,advertisers_platforms.advertiser_platform_ref,advertisers_platforms.advertiser_platform_name,platforms.name
005cc1e5-8de2-4975-a000-cb468419531b,Céline Tellier,2023-02-07T15:05:55.985Z,7ffe9322-00ce-4131-ab22-6f1c89ea74c5,Eco,true,true,Belgium,be,103317697766869,Céline Tellier,Facebook
07a0d89f-b2db-4554-b89e-7709cf76288a,Ecolo Jodoigne,2023-05-29T06:51:22.539Z,d5a4e2c5-fba8-49f4-b5c9-02e3da508410,Eco,true,true,Belgium,be,1613883875494995,Ecolo Jodoigne,Facebook
19fc388b-7303-4468-94d1-0c0d7cb8e46b,Bart Dhondt,2023-08-20T05:06:05.560Z,774ba52a-db92-417d-8cc5-d057bf5fd29e,Eco,true,true,Belgium,be,111901330427976,Bart Dhondt,Facebook
29a7fd98-c1e5-4d42-a936-43ff777286a8,Ecolo Ostbelgien,2023-07-18T06:05:42.638Z,31ea5702-d8ef-46ae-ac69-153f56e2c1ff,Eco,true,true,Belgium,be,321847415140,Ecolo Ostbelgien,Facebook
2b5a44c5-4161-47dd-863e-39486a4ce84c,Ecolo Mons,2023-03-08T14:49:21.015Z,52724d11-b5e8-443d-918d-e7f86d7f2b9a,Eco,true,true,Belgium,be,184684811578171,Ecolo Mons,Facebook
44e56944-d6fe-434c-a61b-e7917525611a,Zoubida Jellab - Ėchevine Ville de Bruxelles,2023-02-07T15:05:56.373Z,d568036f-d9c8-4d15-8ac1-0f47dd7fb161,Eco,true,true,Belgium,be,109484780808030,Zoubida Jellab - Ėchevine Ville de Bruxelles,Facebook
481dd4b3-e64a-44ed-81cf-0a45b01eacf3,Ecolo Saint-Nicolas,2023-03-24T10:51:38.727Z,d8304a1c-bba3-4b0a-9de6-93aca0b7da48,Eco,true,true,Belgium,be,188585807940572,Ecolo Saint-Nicolas,Facebook
4a20731a-d9ab-4043-bde0-11533afa478e,Ecolo Brabant wallon,2023-04-22T06:01:53.676Z,5f4c1661-9f97-4b51-8ae6-39d72bde64ee,Eco,true,true,Belgium,be,1712357138983896,Ecolo Brabant wallon,Facebook
557828df-fb17-4fda-803c-58bbbbcd8009,Ecolo Ottignies-Louvain la Neuve,2023-03-08T19:18:28.223Z,237586bc-5e61-4fe1-a6bd-8350d2758208,Eco,true,true,Belgium,be,897684793612363,Ecolo Ottignies-Louvain la Neuve,Facebook
594c0740-f5c0-4d63-8cd8-aa9a09eb298c,Ecolo-Groen St-Gilles,2023-06-19T18:23:27.903Z,aefdd16d-7f26-4ae4-a4f7-89e6e1b8185e,Eco,true,true,Belgium,be,101762312957658,Ecolo-Groen St-Gilles,Facebook
